Age,"Core ComicID","Core SeriesID",Country,Crossover,"Full Title",Genre,Imprint,Issue,"Issue Nr",Language,Publisher,"Release Date","Release Year",Series,"Series Group","Story Arc",Subtitle,Title,Variant,"Cover Price","CovrPrice Value","Custom Label","Date Sold",Grade,"Grader Notes","Grading Company",Key,"Key Category","Key Reason","Label Type","My Value","Page Quality","Price Sold","Purchase Date","Purchase Price","Purchase Store","Purchase Year","Raw / Slabbed","Signed by","Slab Certification Number","Sold Year",Value,Barcode,"Cover Date","Cover Year",Format,"No. of Pages","Variant Description"
Bronze,69687,5911,USA,,"The Arms of Doctor Octopus","Action | Adventure | Super-Heroes",,69A,69,English,"Marvel Comics",1976,1976,"Marvel Tales, Vol. 2",Spider-Man,,,"The Arms of Doctor Octopus",A,0.25,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.12","Half price books",2025,Raw,,,,,0714860247607,"Jul 1976",1976,Comic,32,
Bronze,70511,5946,USA,,"The Power of The Over-Mind","Action | Adventure | Super-Heroes",,93B,93,English,"Marvel Comics","Oct 1980",1980,"Marvel's Greatest Comics",,,,"The Power of The Over-Mind",B,0.50,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.25","Half price books",2025,Raw,,,,,0714860246810,"Oct 1980",1980,Comic,32,"Newsstand Edition"
Modern,75617,6443,USA,,"Who is Wonder Girl?, Answers and Questions","Adventure | Super-Heroes",,54,54,English,"DC Comics","Mar 1989",1989,"The New Titans","Teen Titans","Who is Wonder Girl?",,"Answers and Questions",,1.75,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.82","Half price books",2025,Raw,,,,,,"Mar 1989",1989,Comic,32,
Modern,308992,41331,USA,Rotworld,"Rotworld - Prologue, Part One","Action | Adventure | Super-Heroes",,12,12,English,"DC Comics","Aug 01, 2012",2012,"Animal Man, Vol. 2",,Prologue,,"Part One",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Half price books",2025,Raw,,,,,76194130496001211,"Oct 2012",2012,Comic,32,
Modern,314329,41331,USA,Rotworld,"Rotworld - The Red Kingdom, Part One","Action | Adventure | Super-Heroes",,13,13,English,"DC Comics","Oct 03, 2012",2012,"Animal Man, Vol. 2",,"The Red Kingdom",,"Part One",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Half price books",2025,Raw,,,,,76194130496001311,"Dec 2012",2012,Comic,32,
Modern,318185,41331,USA,Rotworld,"Rotworld - The Red Kingdom, Part Two","Action | Adventure | Super-Heroes",,14,14,English,"DC Comics","Nov 07, 2012",2012,"Animal Man, Vol. 2",,"The Red Kingdom",,"Part Two",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Half price books",2025,Raw,,,,,76194130496001411,"Jan 2013",2013,Comic,32,
Modern,320580,41331,USA,Rotworld,"Rotworld - The Red Kingdom, Part Three","Action | Adventure | Super-Heroes",,15,15,English,"DC Comics","Dec 05, 2012",2012,"Animal Man, Vol. 2",,"The Red Kingdom",,"Part Three",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Half price books",2025,Raw,,,,,76194130496001511,"Feb 2013",2013,Comic,32,
Modern,323204,41331,USA,Rotworld,"Rotworld - The Red Kingdom, Part Four","Action | Adventure | Super-Heroes",,16,16,English,"DC Comics","Jan 09, 2013",2013,"Animal Man, Vol. 2",,"The Red Kingdom",,"Part Four",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Half price books",2025,Raw,,,,,76194130496001611,"Mar 2013",2013,Comic,32,
Modern,325610,41331,USA,Rotworld,"Rotworld - War of the Rot, Part One","Action | Adventure | Super-Heroes",,17,17,English,"DC Comics","Feb 06, 2013",2013,"Animal Man, Vol. 2",,"War of the Rot",,"Part One",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Half price books",2025,Raw,,,,,76194130496001711,"Apr 2013",2013,Comic,32,
Modern,327091,41331,USA,Rotworld,"Rotworld - The Red Kingdom, Epilogue","Action | Adventure | Super-Heroes",,18,18,English,"DC Comics","Mar 06, 2013",2013,"Animal Man, Vol. 2",,"The Red Kingdom",,Epilogue,,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Half price books",2025,Raw,,,,,76194130496001811,"May 2013",2013,Comic,32,
Modern,1056800,151397,USA,,,,,2B,2,English,"Image Comics","Apr 17, 2024",2024,"Sam and Twitch: Case Files",Spawn,,,,B,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Half price books",2025,Raw,,,,,70985303953200221,"Apr 2024",2024,Comic,32,"Mirko Colak Variant"
Modern,1050494,151397,USA,,,,,1B,1,English,"Image Comics","Mar 27, 2024",2024,"Sam and Twitch: Case Files",Spawn,,,,B,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Half price books",2025,Raw,,,,,70985303953200121,"Mar 2023",2023,Comic,32,"Todd McFarlane Variant"
Modern,895715,5165,USA,,"Sure It May Stink, But It Smells Like a Story to Us","Action | Adventure | Super-Heroes",,38B,38,English,"DC Comics","Mar 15, 1990",1990,"Justice League / International / America","Justice League",,,"Sure It May Stink, But It Smells Like a Story to Us",B,1.00,,,,,,,Minor,Death,"Death of Steel",,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,07098930555705,"May 1990",1990,Comic,32,"Newsstand Edition"
Modern,31845,2613,USA,,"The Man Without Fear","Action | Adventure | Super-Heroes",,2A,2,English,"Marvel Comics","Sep 28, 1993",1993,"Daredevil: The Man Without Fear",Daredevil,,,"The Man Without Fear",A,2.95,,,,,,,Minor,Death,"Death of Mary Walker",,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,75960602576300211,"Nov 1993",1993,Comic,32,"Direct Edition - Holofoil"
Modern,165861,15258,USA,,,"Action | Fantasy",,6,6,English,"Dark Horse Comics","Jan 2008",2008,"Hellboy: Darkness Calls",,,,,,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,76156810359500611,"Jan 2008",2008,Comic,32,"Mike Mignola Regular"
Modern,156910,15258,USA,,"Darkness Calls, Part 4","Action | Fantasy",,4,4,English,"Dark Horse Comics","Sep 2007",2007,"Hellboy: Darkness Calls",,,,"Darkness Calls, Part 4",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,76156810359500411,"Sep 2007",2007,Comic,32,"Mike Mignola Regular"
Modern,154825,15258,USA,,"Darkness Calls, Part 3","Action | Fantasy",,3,3,English,"Dark Horse Comics","Jun 2007",2007,"Hellboy: Darkness Calls",,,,"Darkness Calls, Part 3",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,76156810359500311,"Jun 2007",2007,Comic,32,"Mike Mignola Regular"
Modern,182718,21418,USA,,"The Mole","Action | Adventure | Anthology | Horror",,1,1,English,"Dark Horse Comics","May 03, 2008",2008,"Free Comic Book Day 2008 (Hellboy)",,,,"The Mole",,,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,76156815348400111,"Apr 2008",2008,Comic,28,"Mike Mignola Regular"
Modern,164942,4502,USA,,,,,4,4,English,"Dark Horse Comics",,,"Hellboy: Conqueror Worm",,,,,,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,76156898313500411,"Aug 2001",2001,Comic,32,"Mike Mignola Regular"
Modern,159384,4501,USA,,,Horror,,2,2,English,"Dark Horse Comics","Jul 1996",1996,"Hellboy: Almost Colossus",,,,,,2.95,,,,,,,Minor,"1st mention | Story event","1st mention of Roger the Homunculus as Roger, Hellboy gives Roger his name",,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,76156896666400211,"Jul 1996",1996,Comic,32,
Modern,107507,9215,USA,,"Dargon & Dragonflyer",Adventure,,1A,1,English,"Marvel Comics",1984,1984,Sectaurs,Sectaurs,,,"Dargon & Dragonflyer",A,0.75,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,,1984,1984,Comic,32,"Direct Edition"
Modern,94652,8106,USA,,Gambit,"Action | Adventure | Super-Heroes",,266A,266,English,"Marvel Comics","Jun 19, 1990",1990,"Uncanny X-Men, Vol. 1",X-Men,,,Gambit,A,1.00,,,,,,,Major,"1st cover appearance | 2nd appearance","1st cover & 2nd app. Gambit",,,,,"Nov 28, 2025","$ 4.99","Vintage stock",2025,Raw,,,,,,"Aug 1990",1990,Comic,32,"Direct Edition"
Modern,62612,5420,USA,,"Through a Glass Darkly","Action | Adventure | Super-Heroes",Amalgam,1C,1,English,"DC Comics and Marvel Comics","Feb 29, 1996",1996,"Legends of The Dark Claw",,,,"Through a Glass Darkly",C,,,,,,,,Minor,"1st appearance","1st app. Dark Claw",,,,,"Nov 28, 2025","$ 2.99","Vintage stock",2025,Raw,,,,,,"Apr 1996",1996,Comic,32,"Blank UPC Box"
Modern,877163,18543,USA,,"Survival of the Species, Part 4: Fight or Flight!","Action | Adventure | Super-Heroes",Wildstorm,40C,40,English,"Image Comics","Jul 1997",1997,"WildC.A.T.s, Vol. 1",WildC.A.T.S,"Survival of the Species",,"Part 4: Fight or Flight!",C,3.50,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.00","Vintage stock",2025,Raw,,,,,70985304614104011,"Jul 1997",1997,Comic,32,"$3.50 Price Variant Polybagged with Divine Right preview"
Bronze,668902,7499,USA,,"Scenes of Destruction on Every Hand","Action | Adventure | Science Fiction | Super-Heroes","Marvel Comics",57B,57,English,"Marvel Comics","Jun 1984",1984,"ROM, Vol. 1 (Marvel)",,,,"Scenes of Destruction on Every Hand",B,0.60,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.00","Vintage stock",2025,Raw,,,,,0714860232308,"Aug 1984",1984,Comic,32,"Newsstand Edition"
Modern,169843,18543,USA,,"Khera / Earth","Action | Adventure | Super-Heroes",Wildstorm,26A,26,English,"Image Comics","Feb 1996",1996,"WildC.A.T.s, Vol. 1",WildC.A.T.S,,,"Khera / Earth",A,2.50,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.00","Vintage stock",2025,Raw,,,,,07098933247826,"Feb 1996",1996,Comic,32,"Direct Edition"
Bronze,767273,8749,USA,,Honor,"Action | Adventure | Super-Heroes",,4B,4,English,"Marvel Comics","Aug 31, 1982",1982,"Wolverine, Vol. 1",Wolverine,,,Honor,B,0.60,,,,,,,Minor,Death,"Death of Shingen Harada, Death of Noburu-Hideki",,,,,"Nov 28, 2025","$ 3.99","Vintage stock",2025,Raw,,,,,0714860206512,"Dec 1982",1982,Comic,32,"Newsstand Edition"
Modern,75499,12482,USA,,"Crystal Nightmare!","Action | Adventure | Super-Heroes",,9,9,English,"DC Comics","Jun 1985",1985,"The New Teen Titans, Vol. 2","Teen Titans",,,"Crystal Nightmare!",,1.25,,,,,,,Minor,"1st appearance","1st app. Kole",,,,,"Nov 28, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,,"Jun 1985",1985,Comic,32,
Modern,1120470,163660,USA,,,Super-Heroes,,1A,1,English,"Marvel Comics","Apr 30, 2025",2025,"Wolverine and Kitty Pryde",,,,,A,3.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,75960621033600111,"Jun 2025",2025,Comic,32,"Alan Davis Regular"
Modern,100362,8571,USA,,"What if Phoenix Rose Again?","Action | Adventure | Super-Heroes",,33A,33,English,"Marvel Comics","Nov 19, 1991",1991,"What If, Vol. 2","What If?",,,"What if Phoenix Rose Again?",A,1.25,,,,,,,Minor,"1st/2nd/3rd cameo appearance","1st cameo app. of Omega Red",,,,,"Nov 28, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,,"Jan 1992",1992,Comic,32,"Direct Edition"
Modern,1148610,166311,USA,,,Horror,,2,2,English,"Dark Horse Comics","Sep 10, 2025",2025,"Hellboy In Love: The Art Of Fire",,,,,,4.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,76156801430300211,"Sep 2025",2025,Comic,32,"Alex Nieto Regular"
Modern,795941,8450,USA,"Infinity War","Infinity War - The Island!","Action | Adventure | Super-Heroes",,7B,7,English,"Marvel Comics","Jun 16, 1992",1992,"Warlock and the Infinity Watch",Warlock,,,"The Island!",B,,,,,,,,Minor,"Story event","Reintroduction of Magus",,,,,"Nov 28, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,07148601897108,"Aug 1992",1992,Comic,32,"Newsstand Edition"
Bronze,70236,5920,USA,,"Vengeance of the Molecule Man!","Action | Adventure | Super-Heroes",,1,1,English,"Marvel Comics","Oct 09, 1973",1973,"Marvel Two-in-One, Vol. 1","Marvel Two-In-One",,,"Vengeance of the Molecule Man!",,0.20,,,,,,,Minor,"First/Last/Nth issue","Premiere Issue",,,,,"Nov 28, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,,"Jan 1974",1974,Comic,32,
Modern,538903,81182,USA,,"The Power Of Babel!",Super-Heroes,,1,1,English,"Marvel Comics","Apr 04, 2018",2018,"True Believers: The Avengers Vs. Thanos",,,,"The Power Of Babel!",,1.00,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.20","Allstar comics",2025,Raw,,,,,75960609013600111,"Jun 2018",2018,Comic,18,
Modern,869061,8878,USA,"Maximum Security","Maximum Security - Part 16: On the Yard!","Action | Adventure | Super-Heroes",,107B,107,English,"Marvel Comics","Dec 01, 2000",2000,"X-Men, Vol. 1",X-Men,,,"Part 16: On the Yard!",B,2.25,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.20","Allstar comics",2025,Raw,,,,,07148601772112,"Dec 2000",2000,Comic,32,"Leinil Francis Yu Newsstand"
Modern,312059,44371,USA,,"Sundial H For Hero","Action | Adventure | Super-Heroes",,0,0,English,"DC Comics","Sep 05, 2012",2012,"Dial H",,,,"Sundial H For Hero",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.50","Allstar comics",2025,Raw,,,,,76194130623000011,"Nov 2012",2012,Comic,32,
Modern,303319,44371,USA,,"What’s the 411?","Action | Adventure | Super-Heroes",,1A,1,English,"DC Comics","May 02, 2012",2012,"Dial H",,,,"What’s the 411?",A,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.80","Allstar comics",2025,Raw,,,,,76194130623000111,"Jul 2012",2012,Comic,32,"Brian Bolland Regular Cover"
Modern,306803,44371,USA,,"Come Here! I Need You!","Action | Adventure | Super-Heroes",,3,3,English,"DC Comics","Jul 04, 2012",2012,"Dial H",,,,"Come Here! I Need You!",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.20","Allstar comics",2025,Raw,,,,,76194130623000311,"Sep 2012",2012,Comic,32,
Modern,308990,44371,USA,,,"Action | Adventure | Super-Heroes",,4,4,English,"DC Comics","Aug 01, 2012",2012,"Dial H",,,,,,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.20","Allstar comics",2025,Raw,,,,,76194130623000411,"Oct 2012",2012,Comic,32,
Modern,314327,44371,USA,,Disconnected,"Action | Adventure | Super-Heroes",,5,5,English,"DC Comics","Oct 03, 2012",2012,"Dial H",,,,Disconnected,,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,76194130623000511,"Dec 2012",2012,Comic,32,
Modern,318192,44371,USA,,"Offensive Content","Action | Adventure | Super-Heroes",,6,6,English,"DC Comics","Nov 07, 2012",2012,"Dial H",,,,"Offensive Content",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,76194130623000611,"Jan 2013",2013,Comic,32,
Modern,320579,44371,USA,,"Strategies Of Multitude","Action | Adventure | Super-Heroes",,7,7,English,"DC Comics","Dec 05, 2012",2012,"Dial H",,,,"Strategies Of Multitude",,2.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.20","Allstar comics",2025,Raw,,,,,76194130623000711,"Feb 2013",2013,Comic,32,
Modern,338967,44371,USA,,"Crossed Wires","Action | Adventure | Super-Heroes",,15,15,English,"DC Comics","Aug 07, 2013",2013,"Dial H",,,,"Crossed Wires",,4.99,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.80","Allstar comics",2025,Raw,,,,,76194130623001511,"Oct 2013",2013,Comic,32,
Modern,36744,3039,USA,,"Imaginary Friends","Action | Adventure | Super-Heroes",Vertigo,25,25,English,"DC Comics","Aug 1989",1989,"Doom Patrol, Vol. 2","Doom Patrol",,,"Imaginary Friends",,1.50,,,,,,,No,,,,,,,"Nov 28, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,,"Aug 1989",1989,Comic,32,
Modern,36765,3039,USA,,Aftermath,"Action | Adventure | Super-Heroes",Vertigo,46,46,English,"DC Comics","Aug 1991",1991,"Doom Patrol, Vol. 2","Doom Patrol",,,Aftermath,,1.50,,,,,,,No,,,,,,,"Nov 28, 2025","$ 0.99","Vintage stock",2025,Raw,,,,,,"Aug 1991",1991,Comic,32,
Modern,79901,9643,USA,,Crashing,"Action | Adventure | Super-Heroes",,210A,210,English,"Marvel Comics","Jan 25, 1994",1994,"The Spectacular Spider-Man, Vol. 1",Spider-Man,,,Crashing,A,1.25,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,75960602199421011,"Mar 1994",1994,Comic,32,"Direct Edition"
Modern,49880,4195,USA,,"The Final Game","Action | Adventure | Super-Heroes",,37A,37,English,"DC Comics","Jan 26, 1993",1993,"Green Lantern, Vol. 3","Green Lantern",,,"The Final Game",A,1.25,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,76194120027903711,"Mar 1993",1993,Comic,32,"Direct Edition"
Modern,60037,5165,USA,,"Cult of the Machine, Part 1: Where The Day Takes You","Action | Adventure | Super-Heroes",,86A,86,English,"DC Comics","Mar 1994",1994,"Justice League / International / America","Justice League","Cult of the Machine",,"Part 1: Where The Day Takes You",A,1.50,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,76194120031608611,"Mar 1994",1994,Comic,32,"Direct Edition"
Modern,2670,281,USA,"Bizarro's World","Bizarro's World - Part 3: War Of The Super-Powers","Action | Adventure | Super-Heroes",,697A,697,English,"DC Comics","Feb 01, 1994",1994,"Action Comics, Vol. 1",,,,"Part 3: War Of The Super-Powers",A,1.50,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,76194120001969711,"Mar 1994",1994,Comic,32,"Direct Edition"
Modern,14291,1048,USA,,"The Folds Gather","Action | Adventure | Super-Heroes",,372A,372,English,"Marvel Comics","Feb 01, 1994",1994,"The Avengers, Vol. 1",Avengers,,,"The Folds Gather",A,1.25,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,75960602458237211,"Mar 1994",1994,Comic,36,"Direct Edition"
Modern,98564,8450,USA,,"Unlocking The Past","Action | Adventure | Super-Heroes",,26,26,English,"Marvel Comics","Jan 18, 1994",1994,"Warlock and the Infinity Watch",Warlock,,,"Unlocking The Past",,1.75,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,75960604060502611,"Mar 1994",1994,Comic,32,
Modern,62888,5442,USA,,"Five Years Later...","Adventure | Science Fiction",,1,1,English,"DC Comics","Nov 1989",1989,"Legion of Super-Heroes, Vol. 4","Legion of Super-Heroes",,,"Five Years Later...",,1.75,,,,,,,Minor,"1st appearance","1st app. Loomis",,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,,"Nov 1989",1989,Comic,32,
Modern,3403,320,USA,,"The Spirit of Myrrth, Die Laughing","Action | Adventure | Fantasy","TSR, Inc.",8A,8,English,"DC Comics","Jun 08, 1989",1989,"Advanced Dungeons & Dragons",TSR,"The Spirit of Myrrth",,"Die Laughing",A,1.50,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,,"Jul 1989",1989,Comic,36,"Direct Edition"
Modern,77132,6608,USA,,"Intimations of Valor","Action | Adventure | Super-Heroes",,5A,5,English,"Marvel Comics","Nov 1989",1989,"Nth Man",,,,"Intimations of Valor",A,1.00,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,,"Nov 1989",1989,Comic,32,"Direct Edition"
Modern,107672,9223,USA,,"Tall Disorder","Action | Adventure | Comedy | Super-Heroes",,4A,4,English,"Marvel Comics","Apr 04, 1989",1989,"The Sensational She-Hulk, Vol. 1",Hulk,,,"Tall Disorder",A,1.50,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,,"Aug 1989",1989,Comic,32,"Direct Edition"
Modern,66853,5725,USA,,"The Enemy Of My Enemy","Action | Adventure | Super-Heroes",,27,27,English,"Valiant Entertainment","Aug 1993",1993,"Magnus Robot Fighter, Vol. 1","Magnus Robot Fighter",,,"The Enemy Of My Enemy",,2.25,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,,"Aug 1993",1993,Comic,32,
Modern,109628,9438,USA,,"The Lesson","Action | Adventure | Science Fiction | Super-Heroes",,90A,90,English,"Marvel Comics","Jan 1994",1994,"Silver Surfer, Vol. 3","Silver Surfer",,,"The Lesson",A,1.25,,,,,,,No,,,,,,,"Nov 23, 2025","$ 0.83",Ebay,2025,Raw,,,,,75960602664709011,"Mar 1994",1994,Comic,32,"Direct Edition"
Modern,353048,52101,USA,,,Fantasy,"Skybound Entertainment",3A,3,English,"Image Comics","Jan 08, 2014",2014,"Manifest Destiny",,,,,A,2.99,,,,,,,No,,,,,,,"Nov 21, 2025","$ 1.00","Midtown Comics",2025,Raw,,,,,70985301510900311,"Jan 2014",2014,Comic,28,
Modern,358744,52101,USA,,,Fantasy,"Skybound Entertainment",5A,5,English,"Image Comics","Mar 12, 2014",2014,"Manifest Destiny",,,,,A,2.99,,,,,,,No,,,,,,,"Nov 21, 2025","$ 1.00","Midtown Comics",2025,Raw,,,,,70985301510900511,"Mar 2014",2014,Comic,28,
Modern,829219,127449,USA,,,Super-Heroes,,1A,1,English,"Marvel Comics","Dec 07, 2022",2022,"Black Panther By Priest Omnibus HC",,,,,A,100.00,,,,,,,No,,,,,,,"Nov 19, 2025","$ 24.99",Ollys,2025,Raw,,,,,9781302945015,,,Hardcover,0,"Texeira Cover"
Modern,128014,10650,USA,,"The Many Deaths Of The Batman, Chapter Three: The Last Death Of The Batman","Action | Adventure | Crime | Super-Heroes",,435A,435,English,"DC Comics","May 23, 1989",1989,"Batman, Vol. 1",Batman,"The Many Deaths Of The Batman",,"Chapter Three: The Last Death Of The Batman",A,0.75,,,,,,,No,,,,,,,"Nov 15, 2025",,"Vintage Toy Mall",2025,Raw,,,,,,"Jul 1989",1989,Comic,32,"Direct Edition"
Modern,751461,8870,USA,,"The Blood Hunters","Action | Adventure | Super-Heroes",,2A,2,English,"Marvel Comics","Jul 30, 1991",1991,"X-Force, Vol. 1",X-Force,,,"The Blood Hunters",A,1.00,,,,,,,Minor,"1st appearance | 1st cover appearance | 2nd appearance","2nd app. Deadpool, 1st app. Weapon-X (Garrison Kane), 1st cover app. app. G.W. Bridge",,,,,"Nov 15, 2025",,"Vintage Toy Mall",2025,Raw,,,,,,"Sep 1991",1991,Comic,36,"Direct Edition"
Modern,864748,10650,USA,,"The Many Deaths Of The Batman, Chapter Two: How Many Times Can A Batman Die?","Action | Adventure | Crime | Super-Heroes",,434B,434,English,"DC Comics","Apr 1989",1989,"Batman, Vol. 1",Batman,"The Many Deaths Of The Batman",,"Chapter Two: How Many Times Can A Batman Die?",B,0.75,,,,,,,No,,,,,,,"Nov 15, 2025",,"Vintage Toy Mall",2025,Raw,,,,,07098930430706,"Jun 1989",1989,Comic,32,"Newsstand Edition"
Modern,673450,8870,USA,,"To The Pain","Action | Adventure | Super-Heroes",,15A,15,English,"Marvel Comics","Aug 25, 1992",1992,"X-Force, Vol. 1",X-Force,,,"To The Pain",A,1.25,,,,,,,Minor,Battle,"Classic battle of Cable vs. Deadpool",,,,,"Nov 15, 2025",,"Vintage Toy Mall",2025,Raw,,,,,,"Oct 1992",1992,Comic,36,"Direct Edition"
Modern,130759,11665,USA,,"Tempest, Part 1","Action | Adventure | Science Fiction | Super-Heroes | War",,1,1,English,"Dark Horse Comics","Aug 1990",1990,"The Terminator, Vol. 1",,Tempest,,"Part 1",,2.50,,,,,,,No,,,,,,,"Nov 15, 2025","$ 4.00","Vintage Toy Mall",2025,Raw,,,,,,"Aug 1990",1990,Comic,32,
Modern,103890,8878,USA,,"The Ties That Bind: The Wedding of Jean Grey and Scott Summers","Action | Adventure | Super-Heroes",,30A,30,English,"Marvel Comics","Jan 18, 1994",1994,"X-Men, Vol. 1",X-Men,,,"The Ties That Bind: The Wedding of Jean Grey and Scott Summers",A,1.95,,,,,,,Minor,Wedding,"Marriage of Scott Summers & Jean Grey",,,,,"Nov 15, 2025","$ 4.00","Vintage Toy Mall",2025,Raw,,,,,75960601772003011,"Mar 1994",1994,Comic,32,"Direct Edition"
Modern,75396,6433,USA,,"A Show Of Power!","Action | Adventure | Super-Heroes",,87D,87,English,"Marvel Comics","Jan 09, 1990",1990,"New Mutants, Vol. 1","New Mutants",,,"A Show Of Power!",D,1.00,,,,,,,Minor,"1st full appearance | 1st team appearance","1st full app. Cable, 1st full app. Stryfe, 1st full team app. The Mutant Liberation Front",,,,,"Nov 15, 2025","$ 4.00","Vintage Toy Mall",2025,Raw,,,,,07148602207703,1991,1991,Comic,36,"2nd Printing"
Modern,128010,10650,USA,,"The Many Deaths Of The Batman, Chapter One","Action | Adventure | Crime | Super-Heroes",,433A,433,English,"DC Comics","Mar 23, 1989",1989,"Batman, Vol. 1",Batman,"The Many Deaths Of The Batman","Period Of Mourning","Chapter One",A,0.75,,,,,,,No,,,,,,,"Nov 15, 2025","$ 3.00","Vintage Toy Mall",2025,Raw,,,,,,"May 1989",1989,Comic,32,"Direct Edition"
Modern,647586,8106,USA,,"Even in Death...","Action | Adventure | Super-Heroes",,144B,144,English,"Marvel Comics","Apr 1981",1981,"Uncanny X-Men, Vol. 1",X-Men,,,"Even in Death...",B,0.50,,,,,,,No,,,,,,,"Nov 15, 2025","$ 3.00","Needful Things",2025,Raw,,,,,0714860246104,"Apr 1981",1981,Comic,32,"Newsstand Edition"
Modern,868647,1886,USA,,"Sign of the End Times, Part 3: Faraway, So Close","Action | Adventure | Super-Heroes",,68B,68,English,"Marvel Comics","Jun 01, 1999",1999,"Cable, Vol. 1",,"Sign of the End Times",,"Part 3: Faraway, So Close",B,1.99,,,,,,,No,,,,,,,"Nov 03, 2025","$ 1.05","Hip comics",2025,Raw,,,,,07480801362306,"Jun 1999",1999,Comic,0,"Newsstand Edition"
Modern,71689,6075,USA,,,Adventure,,2,2,English,"Marvel Comics","Jan 1984",1984,"Micronauts Special Edition",Micronauts,,,,,2.00,,,,,,,No,,,,,,,"Nov 03, 2025","$ 1.00","Hip comics",2025,Raw,,,,,,"Jan 1984",1984,Comic,48,
