Age,"Core ComicID","Core SeriesID",Country,Crossover,"Full Title",Genre,Imprint,Issue,"Issue Nr",Language,Publisher,"Release Date","Release Year",Series,"Series Group","Story Arc",Subtitle,Title,Variant,"Cover Price","CovrPrice Value","Custom Label","Date Sold",Grade,"Grader Notes","Grading Company",Key,"Key Category","Key Reason","Label Type","My Value","Page Quality","Price Sold","Purchase Date","Purchase Price","Purchase Store","Purchase Year","Raw / Slabbed","Signed by","Slab Certification Number","Sold Year",Value,Barcode,"Cover Date","Cover Year",Format,"No. of Pages","Variant Description"
Modern,38342,3241,USA,,"Moonshade, New Blood",Fantasy,,4,4,English,"WaRP Graphics","Feb 1993",1993,"Elfquest: New Blood",Elfquest,Moonshade,,"New Blood",,2.00,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,,"Feb 1993",1993,Comic,36,
Modern,186701,17638,USA,,,"Action | Fantasy",,6,6,English,"Virgin Comics","Jun 19, 2008",2008,"Ramayan 3392 AD: Reloaded",,,,,,2.99,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,8902990012611,"Jun 2008",2008,Comic,0,
Modern,50898,4327,USA,,"Midnight's Choice","Action | Adventure | Super-Heroes",,15,15,English,"Valiant Entertainment","Feb 1994",1994,"H.A.R.D. Corps",,,,"Midnight's Choice",,2.25,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,71689287056901511,"Feb 1994",1994,Comic,0,
Modern,50891,4327,USA,,"The B-Team or ""Some Like it Hot[Shot]""","Action | Adventure | Super-Heroes",,8,8,English,"Valiant Entertainment","Jul 1993",1993,"H.A.R.D. Corps",,,,"The B-Team or ""Some Like it Hot[Shot]""",,2.25,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,71689287056900811,"Jul 1993",1993,Comic,0,
Modern,39272,3441,USA,"The Root of The Problem","The Root of The Problem - Part 2","Action | Adventure | Super-Heroes",,25,25,English,"Valiant Entertainment","Sep 1994",1994,"Eternal Warrior",,,,"Part 2",,2.25,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,71689287053802511,"Sep 1994",1994,Comic,32,
Modern,39254,3441,USA,,"There Will Be Another Time","Action | Adventure | Super-Heroes",,12,12,English,"Valiant Entertainment","Jul 1993",1993,"Eternal Warrior",,,,"There Will Be Another Time",,2.25,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,71689287053801211,"Jul 1993",1993,Comic,32,
Modern,39253,3441,USA,,"A Gift Before Dying","Action | Adventure | Super-Heroes",,11,11,English,"Valiant Entertainment","Jun 1993",1993,"Eternal Warrior",,,,"A Gift Before Dying",,2.25,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,71689287053801111,"Jun 1993",1993,Comic,32,
Modern,33472,2818,USA,,"Blue: Battlestone Vs. Magnus Robotfighter Outlaw! / Secret Forces / Sacrifices / Supremely Darque","Action | Adventure | Super-Heroes",,4A,4,English,"Image Comics and Valiant Comics","Oct 1993",1993,Deathmate,Deathmate,,,"Blue: Battlestone Vs. Magnus Robotfighter Outlaw! / Secret Forces / Sacrifices / Supremely Darque",A,4.95,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,,"Oct 1993",1993,Squarebound,48,"Cvr A Blue Cover Var Leeke | Thibert"
Modern,72916,6181,USA,,"The Idiot's Guide to the Death of the World Part 3","Adventure | Super-Heroes",Wildstorm,12,12,English,"DC Comics","May 2002",2002,"The Monarchy","The Monarchy",,,"The Idiot's Guide to the Death of the World Part 3",,2.50,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,76194122744301211,"May 2002",2002,Comic,32,
Modern,169246,17561,USA,,"Breach of Trust, Part 3","Action | Adventure | Super-Heroes",Wildstorm,3,3,English,"DC Comics","Feb 2008",2008,"The Authority: Prime","The Authority","Breach of Trust",,"Part 3",,2.99,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,76194126599500311,"Feb 2008",2008,Comic,32,
Modern,854204,130757,USA,"A.X.E.: Judgment Day","A.X.E.: Judgment Day ",Super-Heroes,,1E,1,English,"Marvel Comics","Jul 20, 2022",2022,"A.X.E.: Judgment Day",,,,,E,5.99,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,75960620368000151,"Sep 2022",2022,Comic,32,"Ron Lim Variant"
Modern,74849,6376,USA,,,"Action | Adventure | Fantasy | Science Fiction",,18,18,English,"CrossGen Comics","Jun 2003",2003,Negation,Negation,,,,,2.95,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,80015598140301811,"Jun 2003",2003,Comic,32,
Modern,55726,4822,USA,,"Plan 'A'","Action | Adventure | Super-Heroes","Marvel Knights",11,11,English,"Marvel Comics","Sep 1999",1999,"Inhumans, Vol. 2",Inhumans,,,"Plan 'A'",,2.99,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,75960603885501111,"Sep 1999",1999,Comic,32,
Modern,55727,4822,USA,,"Plan 'B'","Action | Adventure | Super-Heroes","Marvel Knights",12,12,English,"Marvel Comics","Oct 1999",1999,"Inhumans, Vol. 2",Inhumans,,,"Plan 'B'",,2.99,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,75960603885501211,"Oct 1999",1999,Comic,32,
Modern,378130,45561,USA,,"The One Percent And Other Tales, Part 1 - Daddy Issue","Action | Adventure | Super-Heroes",,24A,24,English,"Valiant Entertainment","Sep 10, 2014",2014,"Archer & Armstrong, Vol. 2",,"The One Percent And Other Tales",,"Part 1 - Daddy Issue",A,3.99,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,85899200306202411,"Sep 2014",2014,Comic,32,"Clayton Henry Regular Cover"
Modern,74469,6333,USA,,,"Adventure | Fantasy",,11A,11,English,"CrossGen Comics","Apr 04, 2001",2001,"Mystic (Crossgen)",Mystic,,,,A,2.95,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,80015598130401111,"May 2001",2001,Comic,32,"Brandon Peterson Regular"
Modern,169899,18556,USA,,"The shot heard...","Action | Adventure | Science Fiction | Super-Heroes",Wildstorm,19,19,English,"DC Comics","May 2004",2004,"WildC.A.T.s Version 3.0 (Vol. 3)",WildC.A.T.S,,,"The shot heard...",,2.95,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,76194123225601911,"May 2004",2004,Comic,32,
Modern,594509,87295,USA,,"Beat the Devil",Super-Heroes,,1D,1,English,"Marvel Comics","Jan 02, 2019",2019,"Champions, Vol. 3 (Marvel)",,"Beat the Devil","Part 1",,D,3.99,,,,,,,Minor,"1st appearance","1st app. Pinpoint",,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,75960609259800141,"Mar 2019",2019,Comic,32,"Michael Cho Incentive Variant (1:25)"
Modern,1021772,150436,USA,,,Action,,0,0,English,"Titan Books","May 04, 2024",2024,"Free Comic Book Day 2024 (Conan the Barbarian: Battle of the Black Stone)",,,,,,,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,79361173692400111,"May 2024",2024,Comic,32,"Roberto De La Torre Regular"
Modern,116237,10163,USA,,"The Battle","Adventure | Science Fiction | War",,5,5,English,"Marvel Comics","Mar 1990",1990,"Strikeforce: Morituri - Electric Undertow","Strikeforce: Morituri",,,"The Battle",,3.95,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,02488523210305,"Mar 1990",1990,Squarebound,0,
Modern,1737,210,USA,,"Sirius Business",Adventure,,5,5,English,"Eclipse Comics","Jul 10, 1984",1984,Zot!,Zot!,,,"Sirius Business",,1.50,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,,"Aug 1984",1984,Comic,32,
Modern,1046396,150234,USA,,,Fantasy,,4C,4,English,"Dark Horse Comics","Sep 04, 2024",2024,"Helen of Wyndhorn",,,,,C,4.99,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,76156801194400431,,,Comic,32,"Jill Thompson Variant"
Modern,361685,47238,USA,,,"Action | Adventure | Super-Heroes",,26,26,English,"Marvel Comics","Apr 30, 2014",2014,"All-New X-Men, Vol. 1",X-Men,,,,,3.99,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,75960607900102611,"Jun 2014",2014,Comic,28,
Modern,305917,44844,USA,,"Omega Rising, Part 1","Action | Science Fiction | Super-Heroes",,1B,1,English,"Valiant Entertainment","Jun 06, 2012",2012,"The Harbinger, Vol. 2",Harbinger,"Omega Rising",,"Part 1",B,3.99,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,85899200304800121,2015,2015,Comic,32,"Cvr B Pullbox Var Suayan"
Modern,434988,67371,USA,,,Children,,9,9,English,Papercutz,"Apr 13, 2016",2016,"Free Comic Book Day 2016 (Sanjay & Craig / Harvey Beaks)",,,,,,0.01,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,04301604218310,"May 2016",2016,Comic,32,"Free Comic Book Day 2016 Edition"
Modern,401845,61264,USA,,,Children,,,,English,"Red 5","May 02, 2015",2015,"Free Comic Book Day 2015 (Bodie Troll)",,,,,,,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,81131601062700511,"May 2015",2015,Comic,28,"Free Comic Book Day 2015 Edition"
Modern,610280,89424,USA,,,Fantasy,,1,1,English,Tokyopop,"Apr 03, 2019",2019,"Free Comic Book Day 2019 (Disney Descendants: Dizzy's New Fortune)",,,,,,0.25,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,645573900014,,,Comic,28,"Free Comic Book Day 2019 Edition"
Modern,74857,6376,USA,,,"Action | Adventure | Fantasy | Science Fiction",,26,26,English,"CrossGen Comics","Feb 2004",2004,Negation,Negation,,,,,2.95,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,80015598140302611,"Feb 2004",2004,Comic,32,
Silver,7006,627,USA,,"Bodyguard For a Sub!",War,"DC Comics",50,50,English,"DC Comics","Oct 1957",1957,"All-American Men of War",,,,"Bodyguard For a Sub!",,0.10,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,,"Oct 1957",1957,Comic,0,
Modern,104460,8970,USA,,"Unit, Corps, God, Country: Part 2","Adventure | Super-Heroes",Wizard,25,25,English,"Valiant Entertainment","Feb 1994",1994,"X-O Manowar, Vol. 1","X-O Manowar",,,"Unit, Corps, God, Country: Part 2",,3.50,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,,"Feb 1994",1994,Comic,32,
Modern,385324,58403,USA,,,"Adventure | Fantasy | Western","Skybound Entertainment",1,1,English,"Image Comics","Apr 20, 2016",2016,"Image Firsts: Manifest Destiny",,,,,,1.00,,,,,,,No,,,,,,,"Aug 30, 2025","$ 0.13","Epic justice",2025,Raw,,,,,70985301651900111,"Dec 12, 2014",2014,Comic,32,
Bronze,666707,662,USA,,Plague!,"Adventure | Super-Heroes",,44A,44,English,"Marvel Comics","Mar 1987",1987,"Alpha Flight, Vol. 1","Alpha Flight",,,Plague!,A,0.75,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,,"Mar 1987",1987,Comic,32,"Direct Edition"
Modern,55627,4811,USA,"Infinity Crusade","Infinity Crusade - Rapture","Action | Adventure | Super-Heroes",,6A,6,English,"Marvel Comics","Sep 28, 1993",1993,"Infinity Crusade","The Infinity Crusade",,,Rapture,A,2.50,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,75960601391300611,"Nov 1993",1993,Comic,48,"Direct Edition"
Modern,734262,4811,USA,"Infinity Crusade","Infinity Crusade - Holy War","Action | Adventure | Super-Heroes",,5B,5,English,"Marvel Comics","Aug 24, 1993",1993,"Infinity Crusade","The Infinity Crusade",,,"Holy War",B,2.50,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,00928101391405,"Oct 1993",1993,Comic,32,"Newsstand Edition"
Modern,55625,4811,USA,"Infinity Crusade","Infinity Crusade - Mortal Sins","Action | Adventure | Super-Heroes",,4A,4,English,"Marvel Comics","Jul 27, 1993",1993,"Infinity Crusade","The Infinity Crusade",,,"Mortal Sins",A,2.50,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,75960601391300411,"Sep 1993",1993,Comic,32,"Direct Edition"
Modern,734264,4811,USA,"Infinity Crusade","Infinity Crusade - The Damned","Action | Adventure | Super-Heroes",,3B,3,English,"Marvel Comics","Jun 22, 1993",1993,"Infinity Crusade","The Infinity Crusade",,,"The Damned",B,2.50,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,00928101391403,"Aug 1993",1993,Comic,32,"Newsstand Edition"
Modern,734265,4811,USA,"Infinity Crusade","Infinity Crusade - Enlightenment","Action | Adventure | Super-Heroes",,2B,2,English,"Marvel Comics","May 25, 1993",1993,"Infinity Crusade","The Infinity Crusade",,,Enlightenment,B,2.50,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,07148601391402,"Jul 1993",1993,Comic,48,"Newsstand Edition"
Modern,55622,4811,USA,"Infinity Crusade","Infinity Crusade - Epiphany","Action | Adventure | Super-Heroes",,1A,1,English,"Marvel Comics","Apr 27, 1993",1993,"Infinity Crusade","The Infinity Crusade",,,Epiphany,A,3.50,,,,,,,Minor,"1st full appearance","1st full app. of the Goddess",,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,75960601391300111,"Jun 1993",1993,Comic,40,"Giant-Size - Direct Edition - Gold Foil Cover"
Modern,264810,36606,USA,,"Now & Then","Action | Adventure | Super-Heroes",,1,1,English,"DC Comics","Jan 05, 2011",2011,"Starman / Congorilla",,,,"Now & Then",,2.99,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,761941302072,"Mar 2011",2011,Comic,32,
Modern,103580,8865,USA,,,Adventure,,1,1,English,"Eclipse Comics","Jan 1992",1992,X-Farce,,,,,,2.50,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,,"Jan 1992",1992,Comic,0,
Modern,875644,7669,USA,,,"Action | Adventure | Super-Heroes",Wildstorm,1B,1,English,"Image Comics","Jul 27, 1995",1995,"Team One: WildC.A.T.s",WildC.A.T.S,,,,B,2.50,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,07098933433501,"Jul 1995",1995,Comic,32,"Newsstand Edition"
Modern,89324,7668,USA,,,"Action | Adventure | Super-Heroes",Wildstorm,1A,1,English,"Image Comics","Jun 1995",1995,"Team One: StormWatch",Stormwatch,,,,A,2.50,,,,,,,No,,,,,,,"Aug 26, 2025","$ 1.00","Allstar comics",2025,Raw,,,,,,"Jun 1995",1995,Comic,32,"Direct Edition"
Modern,100682,8606,USA,,Spadework,"Adventure | Super-Heroes | Thriller","Epic Comics",4,4,English,"Marvel Comics","Dec 1990",1990,"Wild Cards, Vol. 1",,,,Spadework,,4.50,,,,,,,No,,,,,,,"Aug 20, 2025","$ 1.00","Vintage stock",2025,Raw,,,,,02488523080204,"Dec 1990",1990,Squarebound,52,
Modern,120925,11286,USA,,,"Action | Adventure | Science Fiction | Super-Heroes",Bravura,1A,1,English,"Malibu Comics","Jan 1993",1993,Breed,,,,,A,2.50,,,,,,,No,,,,,,,"Aug 20, 2025","$ 1.00","Vintage stock",2025,Raw,,,,,,"Jan 1994",1994,Comic,32,
Modern,121410,11286,USA,,,"Action | Adventure | Science Fiction | Super-Heroes",Bravura,2,2,English,"Malibu Comics","Feb 14, 1994",1994,Breed,,,,,,2.50,,,,,,,No,,,,,,,"Aug 20, 2025","$ 1.00","Vintage stock",2025,Raw,,,,,,"Feb 1994",1994,Comic,32,
Modern,121819,11286,USA,,,"Action | Adventure | Science Fiction | Super-Heroes",Bravura,3,3,English,"Malibu Comics","Mar 14, 1994",1994,Breed,,,,,,2.50,,,,,,,No,,,,,,,"Aug 20, 2025","$ 1.00","Vintage stock",2025,Raw,,,,,,"Mar 1994",1994,Comic,32,
Modern,36720,3039,USA,,"The Doom Patrol!","Action | Adventure | Super-Heroes",Vertigo,1A,1,English,"DC Comics","Jul 14, 1987",1987,"Doom Patrol, Vol. 2","Doom Patrol",,,"The Doom Patrol!",A,0.75,,,,,,,No,,,,,,,"Aug 19, 2025","$ 1.52","Hip comics",2025,Raw,,,,,,"Oct 1987",1987,Comic,32,"Direct Edition"
Bronze,87631,7499,USA,,"Second Coming!","Action | Adventure | Science Fiction | Super-Heroes","Marvel Comics",2A,2,English,"Marvel Comics","Oct 1979",1979,"ROM, Vol. 1 (Marvel)",,,,"Second Coming!",A,0.40,,,,,,,Minor,"1st appearance","1st app. Firefall",,,,,"Aug 19, 2025","$ 2.33","Hip comics",2025,Raw,,,,,,"Jan 1980",1980,Comic,32,"Direct Edition"
Modern,109578,9438,USA,,"A Destructive Encounter","Action | Adventure | Science Fiction | Super-Heroes",,37A,37,English,"Marvel Comics","Mar 20, 1990",1990,"Silver Surfer, Vol. 3","Silver Surfer",,,"A Destructive Encounter",A,1.00,,,,,,,No,,,,,,,"Aug 19, 2025","$ 0.89","Hip comics",2025,Raw,,,,,,"May 1990",1990,Comic,32,"Direct Edition"
Modern,109579,9438,USA,,"The Answer","Action | Adventure | Science Fiction | Super-Heroes",,38A,38,English,"Marvel Comics","Apr 17, 1990",1990,"Silver Surfer, Vol. 3","Silver Surfer",,,"The Answer",A,1.00,,,,,,,No,,,,,,,"Aug 19, 2025","$ 1.19","Hip comics",2025,Raw,,,,,,"Jun 1990",1990,Comic,32,"Direct Edition"
Modern,109592,9438,USA,"Infinity Gauntlet","Infinity Gauntlet - Hunger!","Action | Adventure | Science Fiction | Super-Heroes",,51A,51,English,"Marvel Comics","May 28, 1991",1991,"Silver Surfer, Vol. 3","Silver Surfer",,,Hunger!,A,1.00,,,,,,,No,,,,,,,"Aug 19, 2025","$ 0.96","Hip comics",2025,Raw,,,,,,"Jul 1991",1991,Comic,32,"Direct Edition"
Modern,109593,9438,USA,"Infinity Gauntlet","Infinity Gauntlet - The Hero in Absence","Action | Adventure | Science Fiction | Super-Heroes",,52A,52,English,"Marvel Comics","Jun 11, 1991",1991,"Silver Surfer, Vol. 3","Silver Surfer",,,"The Hero in Absence",A,1.00,,,,,,,No,,,,,,,"Aug 19, 2025","$ 1.19","Hip comics",2025,Raw,,,,,,"Aug 1991",1991,Comic,32,"Direct Edition"
Modern,109598,9438,USA,"Infinity Gauntlet","Infinity Gauntlet - Inquisition","Action | Adventure | Science Fiction | Super-Heroes",,57A,57,English,"Marvel Comics","Aug 27, 1991",1991,"Silver Surfer, Vol. 3","Silver Surfer",,,Inquisition,A,1.00,,,,,,,No,,,,,,,"Aug 19, 2025","$ 1.19","Hip comics",2025,Raw,,,,,,"Oct 1991",1991,Comic,32,"Direct Edition"
Modern,109595,9438,USA,"Infinity Gauntlet","Infinity Gauntlet - Cages","Action | Adventure | Science Fiction | Super-Heroes",,54A,54,English,"Marvel Comics","Jul 09, 1991",1991,"Silver Surfer, Vol. 3","Silver Surfer",,,Cages,A,1.00,,,,,,,No,,,,,,,"Aug 19, 2025","$ 2.81","Hip comics",2025,Raw,,,,,,"Sep 1991",1991,Comic,32,"Direct Edition"
Modern,109597,9438,USA,"Infinity Gauntlet","Infinity Gauntlet - The Universe According to Thanos, Part 2: Exodus","Action | Adventure | Science Fiction | Super-Heroes",,56A,56,English,"Marvel Comics","Aug 13, 1991",1991,"Silver Surfer, Vol. 3","Silver Surfer","The Universe According to Thanos",,"Part 2: Exodus",A,1.00,,,,,,,No,,,,,,,"Aug 19, 2025","$ 1.08","Hip comics",2025,Raw,,,,,,"Oct 1991",1991,Comic,32,"Direct Edition"
Modern,149,18,USA,,"The Tomorrow Syndicate: From Here To Alternity!","Action | Adventure | Comedy | Super-Heroes",Shadowline,6,6,English,"Image Comics","Oct 1993",1993,1963,,,,"The Tomorrow Syndicate: From Here To Alternity!",,1.95,,,,,,,No,,,,,,,"Aug 16, 2025","$ 0.99","Hip comics",2025,Raw,,,,,,"Oct 1993",1993,Comic,32,
Bronze,87685,7499,USA,,"Clear Waters Remembered!","Action | Adventure | Science Fiction | Super-Heroes","Marvel Comics",56A,56,English,"Marvel Comics","Apr 10, 1984",1984,"ROM, Vol. 1 (Marvel)",,,,"Clear Waters Remembered!",A,0.60,,,,,,,No,,,,,,,"Aug 16, 2025","$ 0.99","Hip comics",2025,Raw,,,,,,"Jul 1984",1984,Comic,32,"Direct Edition"
Modern,107258,9197,USA,,"The Secret Origin of the Doom Patrol / The Secret Origin of Captain Comet","Action | Adventure | Historic | Super-Heroes",,1A,1,English,"DC Comics",1987,1987,"Secret Origins, Vol. 3 Annual","Secret Origins",,,"The Secret Origin of the Doom Patrol / The Secret Origin of Captain Comet",A,2.00,,,,,,,No,,,,,,,"Aug 16, 2025","$ 0.99","Hip comics",2025,Raw,,,,,,1987,1987,Comic,64,"Direct Edition"
Bronze,61295,5302,USA,,"Something Inhuman This Way Comes...!","Action | Adventure | Super-Heroes",,2,2,English,"Marvel Comics","Jun 28, 1983",1983,"The Kree-Skrull War Starring the Avengers",,,,"Something Inhuman This Way Comes...!",,2.50,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.25","Hip comics",2025,Raw,,,,,,"Oct 1983",1983,Comic,64,
Modern,122547,11288,USA,,Awakening,Adventure,,6A,6,English,"Marvel Comics","Nov 28, 2001",2001,Brotherhood,,,,Awakening,A,2.25,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,75960605114400611,"Dec 2001",2001,Comic,32,"Direct Edition"
Bronze,31494,2604,USA,,"The Gael!","Action | Adventure | Super-Heroes","Marvel Edge",205A,205,English,"Marvel Comics","Dec 27, 1983",1983,"Daredevil, Vol. 1",Daredevil,,,"The Gael!",A,0.60,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,,"Apr 1984",1984,Comic,32,"Direct Edition"
Modern,94699,8106,USA,,"She Lies With Angels, Part 4","Action | Adventure | Super-Heroes",,440A,440,English,"Marvel Comics","Feb 18, 2004",2004,"Uncanny X-Men, Vol. 1",X-Men,"She Lies With Angels",,"Part 4",A,2.25,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,75960602461244011,"Apr 2004",2004,Comic,32,"Direct Edition"
Modern,94698,8106,USA,,"She Lies With Angels, Part 3","Action | Adventure | Super-Heroes",,439A,439,English,"Marvel Comics","Feb 04, 2004",2004,"Uncanny X-Men, Vol. 1",X-Men,"She Lies With Angels",,"Part 3",A,2.25,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,75960602461243911,"Apr 2004",2004,Comic,32,"Direct Edition"
Modern,149690,8106,USA,,"Rise and Fall of the Shi'ar Empire, Chapter Twelve: Endings and Beginnings","Action | Adventure | Super-Heroes",,486A,486,English,"Marvel Comics","May 16, 2007",2007,"Uncanny X-Men, Vol. 1",X-Men,"Rise and Fall of the Shi'ar Empire",,"Chapter Twelve: Endings and Beginnings",A,2.99,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,75960602461248611,"Jul 2007",2007,Comic,40,"John Watson Regular"
Modern,98543,8450,USA,,"Old Foes","Action | Adventure | Super-Heroes",,5A,5,English,"Marvel Comics","Apr 21, 1992",1992,"Warlock and the Infinity Watch",Warlock,,,"Old Foes",A,1.75,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,,"Jun 1992",1992,Comic,32,"Direct Edition"
Modern,807618,8571,USA,,"Minion Had Not Killed Death's Head","Action | Adventure | Super-Heroes",,54B,54,English,"Marvel Comics","Aug 17, 1993",1993,"What If, Vol. 2","What If?",,,"Minion Had Not Killed Death's Head",B,1.25,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,07148602920510,"Oct 1993",1993,Comic,32,"Newsstand Edition"
Bronze,98595,8453,USA,,"...Here Dwells The Star Thief!","Action | Adventure | Science Fiction | Super-Heroes",,13A,13,English,"Marvel Comics","Mar 23, 1976",1976,"Warlock, Vol. 1",Warlock,,,"...Here Dwells The Star Thief!",A,0.25,,,,,,,Minor,"1st appearance | Origin","Origin & 1st app. Star-Thief",,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,0714860215306,"Jun 1976",1976,Comic,32,"Regular Edition"
Modern,214961,27736,USA,,"Love--And Loss!, Part 1","Action | Adventure | Super-Heroes",,1A,1,English,"Marvel Comics","Jun 10, 2009",2009,"X-Men Forever, Vol. 2",X-Men,"Love--And Loss!",,"Part 1",A,3.99,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,75960606638400111,"Aug 2009",2009,Comic,32,
Atomic,1160287,325,USA,,"The Super-Dog From Krypton","Action | Adventure | Super-Heroes",,210C,210,English,"DC Comics","Jun 18, 2025",2025,"Adventure Comics, Vol. 1",,,,"The Super-Dog From Krypton",C,3.99,,,,,,,Minor,"1st appearance","1st app. Krypto the Superdog",,,,,"Aug 16, 2025",,Sanctuary,2025,Raw,,,,,76194138707900111,"Aug 2025",2025,Comic,32,"Facsimile Corrected Variant"
Modern,1132887,164907,USA,,,Super-Heroes,,1A,1,English,"DC Comics","Apr 09, 2025",2025,"Superman Day 2025: Superman For All Seasons - Special Edition",,,,,A,7.50,,,,,,,No,,,,,,,"Aug 16, 2025",,"New world comic con",2025,Raw,,,,,76194139137300111,,,Comic,32,"Tim Sale Regular"
Modern,1125530,619,USA,,...Faster...,"Action | Adventure | Super-Heroes",,1H,1,English,"DC Comics","Apr 16, 2025",2025,"All-Star Superman",Superman,,,...Faster...,H,7.50,,,,,,,No,,,,,,,"Aug 16, 2025",,"New world comic con",2025,Raw,,,,,76194139135900111,"Jun 2025",2025,Comic,36,"Superman Day Facsimile"
Modern,536782,80976,USA,,,Super-Heroes,,,,English,"DC Comics","May 05, 2018",2018,"Free Comic Book Day 2018 (DC Super Hero Girls)",,,,,,0.25,,,,,,,No,,,,,,,"Aug 16, 2025",,"New world comic con",2025,Raw,,,,,76194135669300111,"Jul 2018",2018,Comic,32,"Free Comic Book Day 2018 Edition"
Bronze,7530,662,USA,,Auction,"Adventure | Super-Heroes",,42A,42,English,"Marvel Comics","Sep 30, 1986",1986,"Alpha Flight, Vol. 1","Alpha Flight",,,Auction,A,0.75,,,,,,,No,,,,,,,"Aug 16, 2025","$ 1.00","New world comic con",2025,Raw,,,,,,"Jan 1987",1987,Comic,32,"Direct Edition"
